EaseOfUse	Gender	Age	DatePosted	Satisfaction	Reason	Supplement	NReviews	Effectiveness
5	Female	35-44	2/2/2015	4	Herpes simplex virus (HSV)	TEA TREE OIL	116	4
4	Female	65-74	1/28/2015	5	Other	TEA TREE OIL	116	5
5	Male	55-64	1/12/2015	4	Dandruff	TEA TREE OIL	116	4
5	Male	65-74	1/10/2015	5	Other	TEA TREE OIL	116	5
5	Female	25-34	12/30/2014	5	Toenail fungus	TEA TREE OIL	116	5
3	Male	55-64	12/8/2014	3	Other	TEA TREE OIL	116	2
5	Male	55-64	10/30/2014	5	Athlete's foot	TEA TREE OIL	116	4
5	Female	45-54	10/14/2014	5	General Health & Wellness	TEA TREE OIL	116	5
1	Female	55-64	10/9/2014	1	Toenail fungus	TEA TREE OIL	116	1
5	Female	45-54	10/6/2014	5	Athlete's foot	TEA TREE OIL	116	5
5	Female	35-44	9/23/2014	5	Cold sores	TEA TREE OIL	116	5
5	Female	35-44	9/22/2014	4	Acne	TEA TREE OIL	116	5
5	Female	35-44	9/21/2014	5	Warts	TEA TREE OIL	116	5
5	Male	35-44	9/5/2014	3	Toenail fungus	TEA TREE OIL	116	3
5	Female	45-54	8/23/2014	5	Herpes simplex virus (HSV)	TEA TREE OIL	116	5
4	Male	25-34	8/16/2014	4	Athlete's foot	TEA TREE OIL	116	4
5	Female	55-64	8/13/2014	5	Other	TEA TREE OIL	116	5
5	Female	25-34	8/10/2014	5	Cold sores	TEA TREE OIL	116	4
4	Female	45-54	8/5/2014	5	Toenail fungus	TEA TREE OIL	116	5
5	Male	65-74	7/29/2014	1	Toenail fungus	TEA TREE OIL	116	1
5	Female	25-34	6/20/2014	3	Toenail fungus	TEA TREE OIL	116	3
5	Female	45-54	6/15/2014	5	Toenail fungus	TEA TREE OIL	116	3
1	Female	35-44	6/7/2014	1	Candida	TEA TREE OIL	116	1
4	Female	19-24	2/21/2014	4	Herpes simplex virus (HSV)	TEA TREE OIL	116	3
5	Male	55-64	4/28/2014	5	Other	TEA TREE OIL	116	5
5	Female	19-24	4/27/2014	5	Herpes labialis (cold sores)	TEA TREE OIL	116	5
5	Female	35-44	4/17/2014	4	Herpes simplex virus (HSV)	TEA TREE OIL	116	4
5	Female	19-24	12/3/2013	5	General Health & Wellness	TEA TREE OIL	116	5
5	Female	35-44	9/17/2013	5	Dermatitis	TEA TREE OIL	116	5
5	Female	55-64	9/14/2013	5	Acne	TEA TREE OIL	116	5
5	Female	55-64	9/14/2013	5	Acne	TEA TREE OIL	116	5
5	Female	35-44	8/25/2013	5	Acne	TEA TREE OIL	116	5
5	Female	25-34	8/11/2013	5	General Health & Wellness	TEA TREE OIL	116	5
1	Male	35-44	7/4/2013	1	Yeast infection	TEA TREE OIL	116	1
5	Male	65-74	7/2/2013	5	Athlete's foot	TEA TREE OIL	116	5
5	Male	25-34	6/30/2013	5	Candida	TEA TREE OIL	116	4
5	Female	19-24	6/28/2013	5	Acne	TEA TREE OIL	116	5
5	Female	65-74	5/13/2013	5	Dermatitis	TEA TREE OIL	116	5
5	Female	45-54	12/28/2012	4	Cold sores	TEA TREE OIL	116	5
5	Female	55-64	11/27/2012	5	Athlete's foot	TEA TREE OIL	116	4
5	Female	45-54	7/27/2012	5	General Health & Wellness	TEA TREE OIL	116	5
5	Female	25-34	6/1/2012	5	Vaginal candidiasis	TEA TREE OIL	116	5
3	Female	35-44	4/5/2012	4	Bacterial vaginosis	TEA TREE OIL	116	4
5	Female	25-34	2/20/2012	5	Acne	TEA TREE OIL	116	5
5	Female	25-34	11/7/2011	5	Herpes simplex virus (HSV)	TEA TREE OIL	116	5
5	Female	55-64	5/11/2011	1	General Health & Wellness	TEA TREE OIL	116	1
5	Female	45-54	3/19/2011	5	Acne	TEA TREE OIL	116	5
5	Male	45-54	3/14/2011	4	"Tinea corporis, tinea cruris, ...
							"	TEA TREE OIL	116	5
5	Female	55-64	9/25/2010	5	"Tinea corporis, tinea cruris, ...
							"	TEA TREE OIL	116	5
5	Female	35-44	3/20/2010	5	Cold sores	TEA TREE OIL	116	5
3	Male	25-34	3/12/2010	4	Acne	TEA TREE OIL	116	3
5	Male	45-54	11/29/2018	4	Athletic performance	TRIBULUS	36	4
5	Male	65-74	5/3/2018	4	General Health & Wellness	TRIBULUS	36	5
4	Male	65-74	1/9/2018	2	Male infertility	TRIBULUS	36	2
4	Male	35-44	6/21/2016	1	Athletic performance	TRIBULUS	36	1
4	Male	35-44	4/21/2016	1	General Health & Wellness	TRIBULUS	36	3
2	Male	35-44	3/5/2016	1	Other	TRIBULUS	36	1
5	Male	45-54	10/27/2015	2	Athletic performance	TRIBULUS	36	3
1	Male	25-34	7/5/2015	1	Athletic conditioning	TRIBULUS	36	1
5	Female	45-54	4/7/2015	5	Athletic performance	TRIBULUS	36	5
5	Male	55-64	12/15/2014	4	General Health & Wellness	TRIBULUS	36	4
5	Male	55-64	8/23/2014	1	Other	TRIBULUS	36	2
1	Female	45-54	8/11/2014	1	Athletic performance	TRIBULUS	36	1
4	Male	19-24	3/7/2014	4	General Health & Wellness	TRIBULUS	36	4
4	Male	55-64	1/19/2014	3	General Health & Wellness	TRIBULUS	36	4
5	Male	55-64	12/8/2013	4	Athletic performance	TRIBULUS	36	5
3	Male	65-74	11/16/2013	3	Athletic performance	TRIBULUS	36	3
5	Male	35-44	9/14/2013	3	General Health & Wellness	TRIBULUS	36	3
5	Male	25-34	7/9/2013	1	Athletic performance	TRIBULUS	36	1
5	Male	55-64	5/23/2013	1	Other	TRIBULUS	36	1
5	Male	65-74	1/19/2013	5	Other	TRIBULUS	36	5
3	Male	45-54	9/18/2012	3	Athletic performance	TRIBULUS	36	2
4	Male	65-74	8/19/2012	1	General Health & Wellness	TRIBULUS	36	1
4	Male	55-64	8/9/2012	5	General Health & Wellness	TRIBULUS	36	5
4	Male	45-54	8/31/2011	3	Other	TRIBULUS	36	3
5	Male	35-44	8/15/2011	5	Other	TRIBULUS	36	5
5	Male	25-34	6/11/2011	5	General Health & Wellness	TRIBULUS	36	5
3	Male	25-34	2/1/2011	4	Angina	TRIBULUS	36	3
3	Male	25-34	2/1/2011	4	Angina	TRIBULUS	36	3
3	Male	25-34	2/1/2011	4	Angina	TRIBULUS	36	3
3	Male	25-34	2/1/2011	4	Angina	TRIBULUS	36	3
4	Male	25-34	12/4/2017	3	Sleep	VALERIAN	141	4
5	Male	65-74	11/12/2017	4	Anxiety	VALERIAN	141	4
4	Female	65-74	10/13/2017	1	Stress	VALERIAN	141	1
5	Female	25-34	8/14/2017	5	Anxiety	VALERIAN	141	5
5	Male	25-34	3/31/2017	5	Sleep	VALERIAN	141	5
5	Female	55-64	2/18/2017	5	Anxiety	VALERIAN	141	5
5	Female	19-24	2/7/2017	5	Anxiety	VALERIAN	141	5
5	Male	25-34	1/13/2017	5	Insomnia	VALERIAN	141	5
4	Male	55-64	12/28/2016	3	Sleep	VALERIAN	141	4
5	Female	25-34	10/31/2016	3	Insomnia	VALERIAN	141	3
4	Male	25-34	10/11/2016	4	Insomnia	VALERIAN	141	4
4	Male	25-34	10/11/2016	4	Insomnia	VALERIAN	141	4
5	Female	65-74	8/20/2016	5	General Health & Wellness	VALERIAN	141	5
3	Female	65-74	7/29/2016	4	General Health & Wellness	VALERIAN	141	3
5	Female	55-64	6/28/2016	1	Insomnia	VALERIAN	141	1
3	Male	45-54	6/14/2016	1	Anxiety	VALERIAN	141	1
4	Male	45-54	5/12/2016	2	Insomnia	VALERIAN	141	3
4	Male	55-64	4/23/2016	3	Sleep	VALERIAN	141	4
5	Female	55-64	2/3/2016	5	Other	VALERIAN	141	5
5	Male	19-24	11/28/2015	2	Insomnia	VALERIAN	141	2
5	Male	65-74	11/27/2015	3	Sleep	VALERIAN	141	4
5	Male	55-64	9/19/2015	3	Anxiety	VALERIAN	141	4
3	Female	55-64	9/10/2015	3	Stress	VALERIAN	141	3
5	Female	35-44	8/31/2015	5	Insomnia	VALERIAN	141	5
5	Female	55-64	8/21/2015	1	Insomnia	VALERIAN	141	1
2	Male	35-44	8/18/2015	2	Insomnia	VALERIAN	141	2
5	Female	55-64	8/3/2015	5	Insomnia	VALERIAN	141	5
5	Female	45-54	6/18/2015	5	Insomnia	VALERIAN	141	5
5	Female	65-74	6/13/2015	5	Insomnia	VALERIAN	141	5
5	Male	65-74	6/12/2015	3	Insomnia	VALERIAN	141	4
5	Female	35-44	6/4/2015	5	Stress	VALERIAN	141	5
4	Male	35-44	5/10/2015	5	Other	VALERIAN	141	4
5	Female	45-54	5/6/2015	5	Menopausal anxiety	VALERIAN	141	5
5	Male	45-54	5/5/2015	5	Stress	VALERIAN	141	4
5	Male	45-54	5/4/2015	3	Insomnia	VALERIAN	141	2
5	Female	45-54	5/2/2015	5	Insomnia	VALERIAN	141	5
5	Male	25-34	4/22/2015	4	Anxiety	VALERIAN	141	5
5	Female	65-74	3/31/2015	1	Insomnia	VALERIAN	141	5
5	Female	55-64	3/30/2015	3	Menopausal anxiety	VALERIAN	141	3
5	Male	25-34	3/12/2015	5	Anxiety	VALERIAN	141	5
3	Female	19-24	3/10/2015	5	Insomnia	VALERIAN	141	5
5	Male	35-44	2/5/2015	5	Insomnia	VALERIAN	141	5
4	Female	65-74	2/9/2015	4	Insomnia	VALERIAN	141	4
5	Female	45-54	2/4/2015	5	Insomnia	VALERIAN	141	5
5	Female	25-34	1/30/2015	5	Insomnia	VALERIAN	141	5
5	Male	55-64	1/27/2015	1	Insomnia	VALERIAN	141	2
5	Male	35-44	1/26/2015	5	Insomnia	VALERIAN	141	4
5	Male	25-34	1/16/2015	5	Anxiety	VALERIAN	141	5
5	Male	25-34	1/12/2015	4	Anxiety	VALERIAN	141	4
5	Female	25-34	1/10/2015	5	Other	VALERIAN	141	5
5	Female	45-54	11/29/2014	5	Other	VALERIAN	141	3
5	Female	25-34	11/24/2014	4	Depression	VALERIAN	141	4
5	Female	35-44	11/15/2014	4	Insomnia	VALERIAN	141	5
5	Female	25-34	11/4/2014	4	Anxiety	VALERIAN	141	4
5	Female	65-74	11/1/2014	5	Insomnia	VALERIAN	141	4
5	Female	19-24	10/24/2014	4	Insomnia	VALERIAN	141	4
5	Female	35-44	10/12/2014	3	Anxiety	VALERIAN	141	3
5	Male	25-34	9/26/2014	4	Stress	VALERIAN	141	3
5	Female	55-64	7/20/2014	5	Other	VALERIAN	141	5
5	Male	25-34	5/30/2014	5	Other	VALERIAN	141	4
5	Male	25-34	4/19/2014	4	Other	VALERIAN	141	5
5	Female	25-34	4/6/2014	3	Dyssomnia	VALERIAN	141	4
5	Female	65-74	4/5/2014	2	Insomnia	VALERIAN	141	3
5	Female	3-6	3/26/2014	4	Other	VALERIAN	141	5
5	Male	45-54	3/5/2014	5	General Health & Wellness	VALERIAN	141	5
1	Female	35-44	1/24/2014	1	Insomnia	VALERIAN	141	1
4	Male	55-64	1/22/2014	4	Insomnia	VALERIAN	141	4
5	Male	45-54	12/14/2013	5	Anxiety	VALERIAN	141	5
4	Male	35-44	11/24/2013	2	Anxiety	VALERIAN	141	2
5	Female	45-54	11/8/2013	5	Insomnia	VALERIAN	141	5
3	Female	25-34	11/1/2013	1	Insomnia	VALERIAN	141	1
5	Male	25-34	10/12/2013	5	Anxiety	VALERIAN	141	4
5	Male	45-54	9/27/2013	3	Insomnia	VALERIAN	141	3
4	Male	25-34	9/6/2013	1	Other	VALERIAN	141	3
5	Male	55-64	9/2/2013	5	Insomnia	VALERIAN	141	5
5	Female	45-54	8/21/2013	5	Insomnia	VALERIAN	141	5
5	Male	35-44	8/16/2013	5	General Health & Wellness	VALERIAN	141	4
5	Female	65-74	8/7/2013	4	Insomnia	VALERIAN	141	4
5	Female	65-74	8/7/2013	5	Insomnia	VALERIAN	141	5
1	Female	35-44	5/17/2013	1	Insomnia	VALERIAN	141	1
5	Male	65-74	5/20/2013	5	Other	VALERIAN	141	5
4	Female	25-34	7/23/2013	4	Insomnia	VALERIAN	141	4
4	Female	45-54	6/16/2013	5	Insomnia	VALERIAN	141	5
5	Female	25-34	5/8/2013	5	Anxiety	VALERIAN	141	5
5	Female	19-24	4/15/2013	5	Anxiety	VALERIAN	141	5
5	Female	55-64	1/22/2013	5	Other	VALERIAN	141	5
4	Female	45-54	12/7/2012	4	Other	VALERIAN	141	4
5	Male	45-54	11/7/2012	5	Insomnia	VALERIAN	141	4
5	Male	45-54	9/26/2012	4	Anxiety	VALERIAN	141	4
5	Female	65-74	9/17/2012	3	Insomnia	VALERIAN	141	3
5	Female	35-44	7/10/2012	4	Other	VALERIAN	141	5
5	Male	13-18	4/28/2012	3	Anxiety	VALERIAN	141	3
5	Female	55-64	4/2/2012	5	Insomnia	VALERIAN	141	5
4	Female	45-54	1/26/2012	5	Anxiety	VALERIAN	141	5
5	Female	65-74	1/11/2012	3	Insomnia	VALERIAN	141	4
4	Male	55-64	12/12/2011	5	Insomnia	VALERIAN	141	5
5	Male	35-44	10/11/2011	4	Insomnia	VALERIAN	141	3
5	Female	25-34	7/2/2011	5	Anxiety	VALERIAN	141	5
4	Male	13-18	6/28/2011	1	Insomnia	VALERIAN	141	1
5	Female	25-34	6/27/2011	5	Dyssomnia	VALERIAN	141	5
5	Female	25-34	1/30/2011	5	Anxiety	VALERIAN	141	5
5	Male	35-44	9/20/2010	5	Insomnia	VALERIAN	141	5
5	Female	45-54	8/16/2010	4	Anxiety	VALERIAN	141	3
5	Male	45-54	8/13/2010	5	Anxiety	VALERIAN	141	5
4	Female	35-44	8/1/2010	3	Insomnia	VALERIAN	141	3
5	Male	55-64	5/31/2010	5	Anxiety	VALERIAN	141	4
5	Male	35-44	4/22/2010	5	Anxiety	VALERIAN	141	5
5	Female	55-64	3/30/2010	5	Insomnia	VALERIAN	141	4
3	Male	25-34	3/16/2010	4	Anxiety	VALERIAN	141	3
3	Female	35-44	2/2/2010	3	Anxiety	VALERIAN	141	3
1	Male	25-34	1/1/2010	1	Anxiety	VALERIAN	141	1
5	Female	25-34	10/26/2009	5	Anxiety	VALERIAN	141	5
5	Female	35-44	12/13/2008	4	Other	VALERIAN	141	4
5	Male	25-34	3/29/2016	5	Other	VITAMIN A	12	5
3	Male	65-74	8/5/2015	3	Vitamin A deficiency	VITAMIN A	12	4
5	Female	55-64	3/23/2015	1	General Health & Wellness	VITAMIN A	12	1
5	Female	35-44	3/5/2014	5	Photo-damaged skin	VITAMIN A	12	5
5	Female	45-54	2/17/2014	5	Other	VITAMIN A	12	5
2	Female	65-74	11/26/2013	1	Vitamin A deficiency	VITAMIN A	12	2
5	Female	45-54	3/14/2013	5	Wrinkled skin	VITAMIN A	12	5
3	Male	25-34	2/4/2011	4	All-cause mortality	VITAMIN A	12	3
3	Male	25-34	3/12/2010	4	All-cause mortality	VITAMIN A	12	3
3	Female	65-74	12/27/2009	2	Cancer	VITAMIN A	12	1
5	Male	45-54	1/4/2019	4	Vitamin D deficiency	VITAMIN D	337	3
5	Male	19-24	1/2/2018	5	"Seasonal affective disorder (S...
							"	VITAMIN D	337	4
1	Female	45-54	9/1/2017	1	Arthritis	VITAMIN D	337	1
3	Female	65-74	7/3/2017	3	Vitamin D deficiency	VITAMIN D	337	3
4	Female	65-74	1/8/2017	4	Hyperparathyroidism	VITAMIN D	337	4
1	Female	55-64	9/2/2016	1	Arthritis	VITAMIN D	337	1
4	Female	45-54	7/22/2016	1	Vitamin D deficiency	VITAMIN D	337	2
1	Female	55-64	7/12/2016	1	General Health & Wellness	VITAMIN D	337	1
5	Female	55-64	6/3/2016	2	Rickets	VITAMIN D	337	3
5	Male	19-24	5/31/2016	5	Vitamin D deficiency	VITAMIN D	337	5
5	Female	55-64	5/7/2016	5	Bone loss	VITAMIN D	337	5
4	Female	65-74	3/20/2016	4	Myalgia	VITAMIN D	337	3
5	Female	55-64	9/30/2015	4	Vitamin D deficiency	VITAMIN D	337	3
5	Female	55-64	9/21/2015	4	Vitamin D deficiency	VITAMIN D	337	4
5	Male	55-64	9/19/2015	5	Multiple sclerosis (MS)	VITAMIN D	337	5
5	Female	45-54	8/7/2015	5	Vaginal atrophy	VITAMIN D	337	5
5	Male	55-64	7/29/2015	3	Asthma	VITAMIN D	337	3
5	Female	55-64	7/25/2015	5	Vitamin D deficiency	VITAMIN D	337	5
5	Female	65-74	7/24/2015	2	Cancer	VITAMIN D	337	2
5	Female	55-64	7/22/2015	1	Multiple sclerosis (MS)	VITAMIN D	337	1
5	Female	45-54	7/22/2015	5	Kidney disease	VITAMIN D	337	5
5	Female	55-64	7/15/2015	5	Vitamin D deficiency	VITAMIN D	337	5
4	Male	ARCAL-K2,	6/4/2015	4	All-cause mortality	VITAMIN D	337	3
5	Female	45-54	5/26/2015	1	Vitamin D deficiency	VITAMIN D	337	1
5	Male	65-74	5/15/2015	5	Osteomalacia	VITAMIN D	337	5
5	Female	55-64	3/30/2015	5	Vitamin D deficiency	VITAMIN D	337	5
4	Female	35-44	3/29/2015	5	Multiple sclerosis (MS)	VITAMIN D	337	3
5	Female	55-64	3/26/2015	5	Breast cancer	VITAMIN D	337	5
5	Female	55-64	3/23/2015	5	Vitamin D deficiency	VITAMIN D	337	5
5	Female	45-54	3/11/2015	5	Vitamin D deficiency	VITAMIN D	337	5
5	Female	35-44	3/11/2015	5	Premenstrual syndrome (PMS)	VITAMIN D	337	5
1	Female	55-64	3/5/2015	1	Muscle strength	VITAMIN D	337	1
5	Male	65-74	2/28/2015	5	Asthma	VITAMIN D	337	5
3	Female	45-54	2/16/2015	3	Arthritis	VITAMIN D	337	2
5	Female	35-44	2/15/2015	4	Vitamin D deficiency	VITAMIN D	337	4
4	Male	55-64	1/29/2015	2	Vitamin D deficiency	VITAMIN D	337	3
5	Female	65-74	1/18/2015	5	General Health & Wellness	VITAMIN D	337	5
5	Female	65-74	1/7/2015	4	Vitamin D deficiency	VITAMIN D	337	4
5	Female	19-24	12/21/2014	5	Premenstrual syndrome (PMS)	VITAMIN D	337	5
5	Male	25-34	12/10/2014	5	Influenza	VITAMIN D	337	5
5	Female	25-34	12/1/2014	5	Other	VITAMIN D	337	5
5	Female	55-64	11/27/2014	5	Vitamin D deficiency	VITAMIN D	337	5
5	Female	65-74	11/17/2014	3	All-cause mortality	VITAMIN D	337	5
5	Female	65-74	10/26/2014	5	Respiratory infections	VITAMIN D	337	5
5	Female	45-54	10/24/2014	5	Hyperlipidemia	VITAMIN D	337	5
5	Male	65-74	10/14/2014	5	General Health & Wellness	VITAMIN D	337	5
4	Female	55-64	10/14/2014	1	Vitamin D deficiency	VITAMIN D	337	2
5	Male	Cured-1,	10/14/2014	5	Cancer	VITAMIN D	337	5
2	Male	45-54	10/5/2014	1	Vitamin D deficiency	VITAMIN D	337	1
5	Female	45-54	9/10/2014	5	General Health & Wellness	VITAMIN D	337	5
4	Female	65-74	9/6/2014	3	Osteoporosis	VITAMIN D	337	3
3	Female	55-64	8/1/2014	2	Obesity	VITAMIN D	337	2
5	Female	45-54	7/9/2014	5	Rickets	VITAMIN D	337	5
5	Female	65-74	7/2/2014	4	Bone loss	VITAMIN D	337	4
4	Female	65-74	6/21/2014	2	General Health & Wellness	VITAMIN D	337	2
5	Female	45-54	3/15/2014	4	Hypoparathyroidism	VITAMIN D	337	4
5	Female	55-64	3/7/2014	5	All-cause mortality	VITAMIN D	337	5
3	Female	55-64	2/17/2014	1	General Health & Wellness	VITAMIN D	337	1
5	Female	55-64	1/25/2014	5	Hyperparathyroidism	VITAMIN D	337	5
5	Male	45-54	1/15/2014	5	All-cause mortality	VITAMIN D	337	5
5	Female	45-54	1/5/2014	4	Arthritis	VITAMIN D	337	4
5	Female	55-64	12/30/2013	1	RA	VITAMIN D	337	3
1	Male	55-64	12/18/2013	1	All-cause mortality	VITAMIN D	337	1
5	Male	65-74	12/3/2013	5	Cholesterol	VITAMIN D	337	5
4	Female	19-24	12/3/2013	4	All-cause mortality	VITAMIN D	337	4
5	Male	65-74	11/10/2013	4	Hypoparathyroidism	VITAMIN D	337	3
5	Male	45-54	10/19/2013	3	Obesity	VITAMIN D	337	3
5	Female	65-74	9/28/2013	5	Arthritis	VITAMIN D	337	5
5	Female	65-74	9/25/2013	5	Bone loss	VITAMIN D	337	5
1	Female	Mave-Ada,	9/21/2013	1	Osteoporosis	VITAMIN D	337	1
5	Female	45-54	7/24/2013	5	Multiple sclerosis (MS)	VITAMIN D	337	4
5	Female	55-64	6/3/2013	5	All-cause mortality	VITAMIN D	337	5
4	Female	65-74	5/17/2013	4	General Health & Wellness	VITAMIN D	337	4
5	Female	55-64	5/11/2013	5	Osteoporosis	VITAMIN D	337	5
3	Male	55-64	2/22/2013	3	Diabetes	VITAMIN D	337	4
5	Male	65-74	4/14/2013	3	Arthritis	VITAMIN D	337	3
5	Male	65-74	3/17/2013	2	Hypertension	VITAMIN D	337	2
5	Male	65-74	1/28/2013	5	Common cold	VITAMIN D	337	5
3	Female	45-54	1/12/2013	3	Multiple sclerosis (MS)	VITAMIN D	337	3
1	Male	65-74	1/5/2013	1	Bone loss	VITAMIN D	337	1
5	Female	45-54	12/16/2012	5	Arthritis	VITAMIN D	337	5
5	Female	35-44	12/13/2012	4	Tooth retention	VITAMIN D	337	4
5	Female	65-74	12/2/2012	3	RA	VITAMIN D	337	3
1	Female	35-44	11/26/2012	2	Arthritis	VITAMIN D	337	3
3	Female	65-74	11/5/2012	3	All-cause mortality	VITAMIN D	337	3
5	Female	65-74	11/3/2012	4	Diabetic nephropathy	VITAMIN D	337	5
1	Female	35-44	11/3/2012	1	General Health & Wellness	VITAMIN D	337	1
5	Male	55-64	10/25/2012	5	Cholesterol	VITAMIN D	337	4
1	Male	13-18	10/24/2012	1	Flu	VITAMIN D	337	1
5	Female	65-74	9/6/2012	2	Bone loss	VITAMIN D	337	3
4	Female	45-54	8/25/2012	4	COPD	VITAMIN D	337	3
1	Female	45-54	8/13/2012	1	Bone loss	VITAMIN D	337	1
5	Female	65-74	8/13/2012	3	Osteoporosis	VITAMIN D	337	3
5	Male	65-74	7/30/2012	5	General Health & Wellness	VITAMIN D	337	5
5	Female	65-74	7/27/2012	4	Osteoporosis	VITAMIN D	337	4
3	Female	65-74	6/16/2012	4	Fall prevention	VITAMIN D	337	3
1	Female	35-44	6/14/2012	1	Cholesterol	VITAMIN D	337	1
5	Female	25-34	6/1/2012	3	Psoriasis	VITAMIN D	337	3
5	Female	45-54	5/24/2012	5	General Health & Wellness	VITAMIN D	337	5
1	Female	55-64	5/4/2012	1	Bone loss	VITAMIN D	337	1
3	Female	19-24	4/11/2012	3	General Health & Wellness	VITAMIN D	337	3
1	Female	45-54	4/2/2012	1	General Health & Wellness	VITAMIN D	337	1
5	Female	45-54	3/23/2012	3	Bone loss	VITAMIN D	337	1
5	Female	45-54	2/22/2012	5	Myalgia	VITAMIN D	337	5
4	Female	55-64	2/18/2012	5	General Health & Wellness	VITAMIN D	337	5
2	Female	45-54	2/13/2012	3	Osteoporosis	VITAMIN D	337	2
5	Female	45-54	1/5/2012	5	High blood pressure	VITAMIN D	337	5
1	Female	55-64	12/12/2011	1	Cholesterol	VITAMIN D	337	1
5	Female	35-44	12/7/2011	5	Vitamin A deficiency	VITAMIN D	337	4
5	Female	35-44	11/25/2011	5	Multiple sclerosis (MS)	VITAMIN D	337	5
5	Female	45-54	11/25/2011	5	Other	VITAMIN D	337	5
5	Female	45-54	11/3/2011	5	Other	VITAMIN D	337	5
5	Female	35-44	10/31/2011	5	Multiple sclerosis (MS)	VITAMIN D	337	5
2	Female	65-74	10/16/2011	1	Fall prevention	VITAMIN D	337	2
5	Female	35-44	8/30/2011	5	General Health & Wellness	VITAMIN D	337	5
5	Female	45-54	8/29/2011	5	Multiple sclerosis (MS)	VITAMIN D	337	5
5	Female	45-54	8/28/2011	1	"Cancer chemotherapy side effec...
							"	VITAMIN D	337	2
5	Male	55-64	7/28/2011	4	High blood pressure	VITAMIN D	337	4
5	Female	55-64	7/27/2011	2	Osteoporosis	VITAMIN D	337	3
5	Female	45-54	7/25/2011	4	General Health & Wellness	VITAMIN D	337	5
3	Female	55-64	7/23/2011	2	Osteoporosis	VITAMIN D	337	2
5	Male	55-64	7/20/2011	3	Multiple sclerosis (MS)	VITAMIN D	337	3
5	Female	55-64	7/16/2011	4	Arthritis	VITAMIN D	337	4
5	Male	65-74	7/16/2011	4	Muscle strength	VITAMIN D	337	4
5	Female	35-44	6/27/2011	5	General Health & Wellness	VITAMIN D	337	5
5	Female	65-74	6/15/2011	5	General Health & Wellness	VITAMIN D	337	5
1	Female	35-44	6/14/2011	1	Other	VITAMIN D	337	1
3	Female	65-74	6/13/2011	1	Bone loss	VITAMIN D	337	2
5	Female	25-34	6/13/2011	2	General Health & Wellness	VITAMIN D	337	4
5	Male	25-34	6/11/2011	5	General Health & Wellness	VITAMIN D	337	5
5	Female	45-54	6/6/2011	4	Cholesterol	VITAMIN D	337	3
1	Female	AT-9ng,	5/26/2011	1	Other	VITAMIN D	337	1
5	Female	55-64	5/25/2011	3	Other	VITAMIN D	337	3
4	Female	35-44	5/23/2011	1	Other	VITAMIN D	337	4
5	Female	65-74	5/21/2011	3	Hypertension	VITAMIN D	337	3
5	Female	25-34	5/13/2011	5	MS	VITAMIN D	337	4
1	Male	55-64	5/1/2011	1	Other	VITAMIN D	337	1
5	Male	25-34	4/27/2011	5	Other	VITAMIN D	337	3
5	Female	55-64	4/14/2011	5	General Health & Wellness	VITAMIN D	337	5
4	Female	45-54	4/14/2011	4	Diabetes	VITAMIN D	337	3
5	Male	45-54	4/11/2011	5	Other	VITAMIN D	337	4
5	Female	35-44	4/9/2011	5	RA	VITAMIN D	337	5
5	Female	45-54	3/31/2011	3	Other	VITAMIN D	337	3
5	Male	45-54	3/21/2011	5	Arthritis	VITAMIN D	337	5
5	Female	65-74	3/17/2011	4	Rheumatoid arthritis (RA)	VITAMIN D	337	4
5	Female	45-54	1/1/2011	1	"Hyperparathyroidism-related bo...
							"	VITAMIN D	337	1
4	Male	65-74	12/18/2010	3	Hypertension	VITAMIN D	337	3
5	Female	55-64	12/5/2010	5	Other	VITAMIN D	337	3
5	Female	55-64	12/3/2010	1	Osteoporosis	VITAMIN D	337	1
5	Female	65-74	12/1/2010	5	Osteoporosis	VITAMIN D	337	3
5	Female	45-54	10/30/2010	5	Weight loss	VITAMIN D	337	5
4	Female	35-44	10/28/2010	5	Bone loss	VITAMIN D	337	4
5	Female	55-64	10/25/2010	1	General Health & Wellness	VITAMIN D	337	1
5	Female	45-54	10/18/2010	5	Other	VITAMIN D	337	4
3	Female	55-64	9/28/2010	1	Metabolic syndrome	VITAMIN D	337	2
4	Male	45-54	9/23/2010	2	Arthritis	VITAMIN D	337	4
5	Male	35-44	9/16/2010	5	Obesity	VITAMIN D	337	5
5	Female	55-64	8/21/2010	3	Low bone density	VITAMIN D	337	2
5	Female	65-74	8/4/2010	1	Diabetes	VITAMIN D	337	1
5	Female	65-74	7/31/2010	5	Osteomalacia	VITAMIN D	337	5
5	Female	55-64	7/2/2010	5	Other	VITAMIN D	337	5
5	Female	crest-cowgirl,	6/14/2010	5	Other	VITAMIN D	337	4
5	Female	65-74	6/14/2010	3	Other	VITAMIN D	337	1
5	Female	45-54	6/9/2010	1	General Health & Wellness	VITAMIN D	337	1
5	Male	45-54	6/4/2010	1	Psoriasis	VITAMIN D	337	1
4	Female	45-54	5/17/2010	3	Myelodysplastic syndrome	VITAMIN D	337	3
5	Female	45-54	5/14/2010	5	Breast cancer	VITAMIN D	337	5
4	Female	55-64	5/13/2010	4	Arthritis	VITAMIN D	337	4
5	Female	19-24	5/13/2010	5	Osteoporosis	VITAMIN D	337	5
4	Female	65-74	4/24/2010	2	Arthritis	VITAMIN D	337	2
2	Male	65-74	3/20/2010	1	Diabetes	VITAMIN D	337	1
